DIST_green,Green_z_lit,Z_green,DIST_green_uncert,Z_green_min_stdev_mean,Z_green_max_stdev_mean,DIST_red,Red_z_lit,Z_red,DIST_red_uncert,Z_red_min_stdev_mean,Z_red_max_stdev_mean,DIST_dem,DEM_zeroed,DIST_along_transect_corrected_IS2,Manual_depths_IS2,STD_high,STD_low,,green - dem,red - dem,average(g - dem),average(r - dem)
0,-0.016080989,-0.011700289,0,-0.832988115,0.69737733,0,-0.059237068,-0.043082474,0,-0.274503502,0.143475102,0,-0.122375,0,0.000288293,0.001199955,-0.000623369,,0.110674711,0.079292526,1.478742516,-0.52706412
0.699827506,-0.016080989,-0.011700289,0.706742079,-0.832988115,0.69737733,0.699827506,-0.059237068,-0.043082474,0.706742079,-0.274503502,0.143475102,0.699827506,-0.122375,13.72792946,0.12522777,0.192948634,0.057506906,,0.110674711,0.079292526,,
1.399655012,-0.016080989,-0.011700289,1.413484157,-0.832988115,0.69737733,1.399655012,-0.059237068,-0.043082474,1.413484157,-0.274503502,0.143475102,1.399655012,-0.122375,27.45585893,0.238369977,0.349219249,0.127520705,,0.110674711,0.079292526,,
2.099482519,-0.016080989,-0.011700289,2.120226236,-0.832988115,0.69737733,2.099482519,-0.059237068,-0.043082474,2.120226236,-0.274503502,0.143475102,2.099482519,-0.122375,41.18378839,0.333876599,0.47305337,0.194699828,,0.110674711,0.079292526,,
2.799310025,-0.016080989,-0.011700289,2.826968314,-0.832988115,0.69737733,2.799310025,-0.059237068,-0.043082474,2.826968314,-0.274503502,0.143475102,2.799310025,-0.122375,54.91171786,0.419125788,0.581306486,0.256945089,,0.110674711,0.079292526,,
3.499137531,-0.016080989,-0.011700289,3.533710393,-0.832988115,0.69737733,3.499137531,-0.059237068,-0.043082474,3.533710393,-0.274503502,0.143475102,3.499137531,-0.122375,68.63964732,0.501197534,0.688103034,0.314292033,,0.110674711,0.079292526,,
4.198965037,-0.016080989,-0.011700289,4.240452471,-0.832988115,0.69737733,4.198965037,-0.059237068,-0.043082474,4.240452471,-0.274503502,0.143475102,4.198965037,-0.1145625,82.36757679,0.597704295,0.802043617,0.393364973,,0.102862211,0.071480026,,
4.898792543,-0.016080989,-0.011700289,4.94719455,-0.832988115,0.69737733,4.898792543,-0.059237068,-0.043082474,4.94719455,-0.274503502,0.143475102,4.898792543,-0.1145625,96.09550625,0.70560256,0.915767545,0.495437575,,0.102862211,0.071480026,,
5.598620049,0.322118195,0.234371065,5.653936628,-0.5802191,0.951319969,5.598620049,0.101531638,0.073842967,5.653936628,-0.154024387,0.263769564,5.598620049,-0.1145625,109.8234357,0.812519653,1.02658219,0.598457115,,0.348933565,0.188405467,,
6.298447556,0.322118195,0.234371065,6.360678707,-0.5802191,0.951319969,6.298447556,0.101531638,0.073842967,6.360678707,-0.154024387,0.263769564,6.298447556,-0.091125,123.5513652,0.922393111,1.128472132,0.716314089,,0.325496065,0.164967967,,
6.998275062,0.322118195,0.234371065,7.067420785,-0.5802191,0.951319969,6.998275062,0.101531638,0.073842967,7.067420785,-0.154024387,0.263769564,6.998275062,-0.091125,137.2792946,1.034649673,1.235428912,0.833870434,,0.325496065,0.164967967,,
7.698102568,0.322118195,0.234371065,7.774162864,-0.5802191,0.951319969,7.698102568,0.101531638,0.073842967,7.774162864,-0.154024387,0.263769564,7.698102568,-0.091125,151.0072241,1.143300197,1.340427487,0.946172908,,0.325496065,0.164967967,,
8.397930074,0.322118195,0.234371065,8.480904942,-0.5802191,0.951319969,8.397930074,0.101531638,0.073842967,8.480904942,-0.154024387,0.263769564,8.397930074,-0.0364375,164.7351536,1.253108914,1.44569584,1.060521989,,0.270808565,0.110280467,,
9.09775758,0.322118195,0.234371065,9.187647021,-0.5802191,0.951319969,9.09775758,0.101531638,0.073842967,9.187647021,-0.154024387,0.263769564,9.09775758,-0.0364375,178.463083,1.359500699,1.546787057,1.172214341,,0.270808565,0.110280467,,
9.797585087,0.322118195,0.234371065,9.894389099,-0.5802191,0.951319969,9.797585087,0.101531638,0.073842967,9.894389099,-0.154024387,0.263769564,9.797585087,-0.0364375,192.1910125,1.461987914,1.647783028,1.2761928,,0.270808565,0.110280467,,
10.49741259,0.322118195,0.234371065,10.60113118,-0.5802191,0.951319969,10.49741259,0.101531638,0.073842967,10.60113118,-0.154024387,0.263769564,10.49741259,0.0260625,205.918942,1.564473242,1.739514789,1.389431695,,0.208308565,0.047780467,,
11.1972401,0.322118195,0.234371065,11.30787326,-0.5802191,0.951319969,11.1972401,0.101531638,0.073842967,11.30787326,-0.154024387,0.263769564,11.1972401,0.0260625,219.6468714,1.665312247,1.82886743,1.501757064,,0.208308565,0.047780467,,
11.89706761,0.322118195,0.234371065,12.01461533,-0.5802191,0.951319969,11.89706761,0.101531638,0.073842967,12.01461533,-0.154024387,0.263769564,11.89706761,0.0260625,233.3748009,1.755354513,1.906102313,1.604606712,,0.208308565,0.047780467,,
12.59689511,0.322118195,0.234371065,12.72135741,-0.5802191,0.951319969,12.59689511,0.101531638,0.073842967,12.72135741,-0.154024387,0.263769564,12.59689511,0.1041875,247.1027304,1.840722016,1.983365544,1.698078489,,0.130183565,-0.030344533,,
13.29672262,0.322118195,0.234371065,13.42809949,-0.5802191,0.951319969,13.29672262,0.101531638,0.073842967,13.42809949,-0.154024387,0.263769564,13.29672262,0.1041875,260.8306598,1.927199549,2.068995497,1.785403602,,0.130183565,-0.030344533,,
13.99655012,0.322118195,0.234371065,14.13484157,-0.5802191,0.951319969,13.99655012,0.101531638,0.073842967,14.13484157,-0.154024387,0.263769564,13.99655012,0.1823125,274.5585893,2.015126739,2.158375929,1.871877549,,0.052058565,-0.108469533,,
14.69637763,0.322118195,0.234371065,14.84158365,-0.5802191,0.951319969,14.69637763,0.101531638,0.073842967,14.84158365,-0.154024387,0.263769564,14.69637763,0.1823125,288.2865188,2.112426861,2.259799904,1.965053819,,0.052058565,-0.108469533,,
15.39620514,0.322118195,0.234371065,15.54832573,-0.5802191,0.951319969,15.39620514,0.101531638,0.073842967,15.54832573,-0.154024387,0.263769564,15.39620514,0.1823125,302.0144482,2.214980396,2.363610859,2.066349932,,0.052058565,-0.108469533,,
16.09603264,0.993533356,0.722905345,16.25506781,-0.085820364,1.462914049,16.09603264,0.289455565,0.210518613,16.25506781,-0.015828262,0.407016761,16.09603264,0.26825,315.7423777,2.318423939,2.474535591,2.162312287,,0.454655345,-0.057731387,,
16.79586015,0.993533356,0.722905345,16.96180988,-0.085820364,1.462914049,16.79586015,0.289455565,0.210518613,16.96180988,-0.015828262,0.407016761,16.79586015,0.26825,329.4703072,2.414871971,2.578974222,2.25076972,,0.454655345,-0.057731387,,
17.49568765,0.993533356,0.722905345,17.66855196,-0.085820364,1.462914049,17.49568765,0.289455565,0.210518613,17.66855196,-0.015828262,0.407016761,17.49568765,0.26825,343.1982366,2.518679628,2.680482745,2.356876512,,0.454655345,-0.057731387,,
18.19551516,0.993533356,0.722905345,18.37529404,-0.085820364,1.462914049,18.19551516,0.289455565,0.210518613,18.37529404,-0.015828262,0.407016761,18.19551516,0.3073125,356.9261661,2.633177996,2.775973871,2.49038212,,0.415592845,-0.096793887,,
18.89534267,0.993533356,0.722905345,19.08203612,-0.085820364,1.462914049,18.89534267,0.289455565,0.210518613,19.08203612,-0.015828262,0.407016761,18.89534267,0.3073125,370.6540955,2.727024841,2.869525718,2.584523964,,0.415592845,-0.096793887,,
19.59517017,0.993533356,0.722905345,19.7887782,-0.085820364,1.462914049,19.59517017,0.289455565,0.210518613,19.7887782,-0.015828262,0.407016761,19.59517017,0.3073125,384.382025,2.806919891,2.946230072,2.66760971,,0.415592845,-0.096793887,,
20.29499768,0.993533356,0.722905345,20.49552028,-0.085820364,1.462914049,20.29499768,0.289455565,0.210518613,20.49552028,-0.015828262,0.407016761,20.29499768,0.3229375,398.1099545,2.872320242,3.008554803,2.73608568,,0.399967845,-0.112418887,,
20.99482519,0.993533356,0.722905345,21.20226236,-0.085820364,1.462914049,20.99482519,0.289455565,0.210518613,21.20226236,-0.015828262,0.407016761,20.99482519,0.3229375,411.8378839,2.930590781,3.065812053,2.795369508,,0.399967845,-0.112418887,,
21.69465269,0.993533356,0.722905345,21.90900443,-0.085820364,1.462914049,21.69465269,0.289455565,0.210518613,21.90900443,-0.015828262,0.407016761,21.69465269,0.3229375,425.5658134,2.976679239,3.110496062,2.842862417,,0.399967845,-0.112418887,,
22.3944802,0.993533356,0.722905345,22.61574651,-0.085820364,1.462914049,22.3944802,0.289455565,0.210518613,22.61574651,-0.015828262,0.407016761,22.3944802,0.3073125,439.2937429,3.013863812,3.14747385,2.880253773,,0.415592845,-0.096793887,,
23.0943077,0.993533356,0.722905345,23.32248859,-0.085820364,1.462914049,23.0943077,0.289455565,0.210518613,23.32248859,-0.015828262,0.407016761,23.0943077,0.3073125,453.0216723,3.043078126,3.173413598,2.912742653,,0.415592845,-0.096793887,,
23.79413521,0.993533356,0.722905345,24.02923067,-0.085820364,1.462914049,23.79413521,0.289455565,0.210518613,24.02923067,-0.015828262,0.407016761,23.79413521,0.3073125,466.7496018,3.066995376,3.19355903,2.940431722,,0.415592845,-0.096793887,,
24.49396272,0.993533356,0.722905345,24.73597275,-0.085820364,1.462914049,24.49396272,0.289455565,0.210518613,24.73597275,-0.015828262,0.407016761,24.49396272,0.2604375,480.4775313,3.087273136,3.208855901,2.96569037,,0.462467845,-0.049918887,,
25.19379022,0.993533356,0.722905345,25.44271483,-0.085820364,1.462914049,25.19379022,0.289455565,0.210518613,25.44271483,-0.015828262,0.407016761,25.19379022,0.2604375,494.2054607,3.106451217,3.225061435,2.987841,,0.462467845,-0.049918887,,
25.89361773,1.090824646,0.793698336,26.14945691,-0.014984203,1.537855256,25.89361773,0.312230351,0.227082583,26.14945691,0.000730732,0.424566392,25.89361773,0.2604375,507.9333902,3.124204928,3.241892601,3.006517254,,0.533260836,-0.033354917,,
