Point_num,Latitude,Longitude,Distance along the transect (m),Depth,STD high,STD low
70,67.83237142,-48.90994758,664.8502177,5.644361617,5.848650044,5.440073191
71,67.8324554,-48.90992317,674.3480779,5.448097975,5.656487808,5.239708143
72,67.83253938,-48.9098988,683.8459382,5.245630527,5.460279781,5.030981272
73,67.83262336,-48.90987452,693.3437984,5.042354359,5.270364875,4.814343842
74,67.83270734,-48.90985021,702.8416587,4.850063147,5.065749533,4.634376761
75,67.83279132,-48.90982411,712.3395189,4.655625063,4.860438111,4.450812015
76,67.83287529,-48.90979939,721.8373792,4.423778675,4.653978175,4.193579175
77,67.83295927,-48.909774,731.3352394,4.18853879,4.458397608,3.918679971
78,67.83304325,-48.90974877,740.8330997,3.964479829,4.254963597,3.673996062
79,67.83312723,-48.90972001,750.3309599,3.794559042,4.052508154,3.536609931
80,67.83321121,-48.90969534,759.8288202,3.683527152,3.881753788,3.485300516
81,67.83329519,-48.9096691,769.3266805,3.563830147,3.717148763,3.410511531
82,67.83337917,-48.909641,778.8245407,3.428905231,3.55640449,3.301405971
83,67.83346315,-48.90961454,788.322401,3.27749283,3.385365452,3.169620207
84,67.83354713,-48.90958792,797.8202612,3.037519083,3.202135841,2.872902326
85,67.8336311,-48.9095612,807.3181215,2.748046671,3.017175265,2.478918078
86,67.83371508,-48.90953251,816.8159817,2.496304447,2.788782522,2.203826372
87,67.83379906,-48.90950555,826.313842,2.324103701,2.568737466,2.079469937
88,67.83388304,-48.90947866,835.8117022,2.182659885,2.375319557,1.990000213
89,67.83396702,-48.90944978,845.3095625,2.04796826,2.216325558,1.879610962
90,67.834051,-48.90942312,854.8074227,1.899562636,2.069206681,1.729918591
91,67.83413498,-48.90939537,864.305283,1.754324933,1.923495637,1.585154228
92,67.83421896,-48.9093692,873.8031432,1.62340571,1.800775658,1.446035762
93,67.83430293,-48.90934158,883.3010035,1.479552325,1.647940273,1.311164376
94,67.83438691,-48.90931546,892.7988637,1.333478167,1.491148017,1.175808317
95,67.83447089,-48.90928941,902.296724,1.172097304,1.314966471,1.029228136
96,67.83455487,-48.90926365,911.7945842,0.988784855,1.110675831,0.866893878
97,67.83463885,-48.90923601,921.2924445,0.764283533,0.874050492,0.654516575
98,67.83472283,-48.90921041,930.7903047,0.500977964,0.626161858,0.375794069
99,67.83480681,-48.90918495,940.288165,0.02557777,0.106461782,-0.055306242
