Point_num,Latitude,Longitude,Distance along the transect (m),Depth,STD high,STD low
26,67.28055128,-49.00290279,228.1706703,2.570500511,2.657610573,2.483390449
27,67.28062873,-49.00288356,236.9464653,2.614941805,2.710390654,2.519492957
28,67.28070619,-49.00285542,245.7222603,2.662514941,2.760302482,2.564727399
29,67.28078364,-49.0028275,254.4980553,2.720776861,2.808875545,2.632678177
30,67.2808611,-49.00280662,263.2738503,2.775398798,2.85889892,2.691898676
31,67.28093855,-49.00278494,272.0496453,2.81508527,2.888017746,2.742152794
32,67.28101601,-49.00276763,280.8254403,2.850137445,2.915612391,2.7846625
33,67.28109347,-49.00273325,289.6012353,2.875734346,2.941325345,2.810143346
34,67.28117092,-49.00270943,298.3770303,2.897073588,2.969956916,2.82419026
35,67.28124838,-49.00268631,307.1528254,2.920776741,2.994157125,2.847396357
36,67.28132583,-49.00266339,315.9286204,2.944493954,3.013082545,2.875905362
37,67.28140329,-49.00263983,324.7044154,2.956904211,3.02697984,2.886828581
38,67.28148074,-49.00261869,333.4802104,2.959566641,3.028210491,2.890922791
39,67.2815582,-49.00259357,342.2560054,2.957354171,3.028529665,2.886178677
40,67.28163566,-49.00257045,351.0318004,2.952874557,3.027173302,2.878575812
41,67.28171311,-49.00253966,359.8075954,2.948322225,3.026449986,2.870194464
42,67.28179057,-49.00252261,368.5833904,2.935258501,3.024017266,2.846499735
43,67.28186802,-49.00249945,377.3591854,2.920638251,3.021768953,2.81950755
44,67.28194548,-49.00247714,386.1349804,2.903281896,3.019641221,2.786922572
45,67.28202294,-49.00245533,394.9107755,2.883434828,3.015316982,2.751552675
46,67.28210039,-49.00243973,403.6865705,2.862493857,3.010996447,2.713991267
47,67.28217785,-49.00241071,412.4623655,2.840752056,3.004450372,2.677053741
48,67.2822553,-49.00238661,421.2381605,2.81820146,2.995319098,2.641083821
49,67.28233276,-49.00236445,430.0139555,2.789747697,2.980170222,2.599325171
50,67.28241021,-49.0023423,438.7897505,2.754655615,2.956908765,2.552402464
51,67.28248767,-49.00232687,447.5655455,2.70601284,2.910022015,2.502003665
52,67.28256513,-49.00229734,456.3413405,2.651538418,2.857698349,2.445378487
53,67.28264258,-49.00227144,465.1171355,2.608223913,2.820925391,2.395522436
54,67.28272004,-49.00225111,473.8929305,2.596040969,2.791960625,2.400121312
55,67.28279749,-49.00222945,482.6687256,2.597264706,2.776211275,2.418318137
56,67.28287495,-49.0022071,491.4445206,2.611720851,2.770327535,2.453114168
57,67.2829524,-49.00218167,500.2203156,2.623473883,2.767741137,2.479206629
58,67.28302986,-49.00215902,508.9961106,2.630504212,2.762464473,2.498543951
59,67.28310732,-49.00213715,517.7719056,2.625237429,2.752774434,2.497700425
60,67.28318477,-49.00211401,526.5477006,2.599151371,2.738777071,2.459525671
61,67.28326223,-49.00208823,535.3234956,2.572053552,2.725597365,2.418509739
62,67.28333968,-49.0020655,544.0992906,2.534890046,2.686507785,2.383272306
63,67.28341714,-49.00204204,552.8750856,2.471135667,2.603318162,2.338953172
64,67.28349459,-49.00201539,561.6508806,2.412021047,2.543802083,2.280240012
65,67.28357205,-49.00199294,570.4266757,2.339170609,2.479019522,2.199321695
66,67.28364951,-49.00196929,579.2024707,2.267246552,2.418039968,2.116453136
67,67.28372696,-49.00194248,587.9782657,2.198278583,2.347187975,2.049369191
68,67.28380442,-49.00191936,596.7540607,2.14681323,2.290566168,2.003060292
69,67.28388187,-49.00189603,605.5298557,2.104562682,2.240726778,1.968398586
70,67.28395933,-49.00186989,614.3056507,2.058101553,2.191182411,1.925020694
71,67.28403678,-49.00184843,623.0814457,2.021203113,2.150796355,1.891609872
72,67.28411424,-49.0018227,631.8572407,1.989571347,2.111365141,1.867777553
73,67.2841917,-49.00179897,640.6330357,1.958516175,2.072958049,1.844074301
74,67.28426915,-49.00176964,649.4088307,1.927818166,2.034969727,1.820666604
75,67.28434661,-49.00174938,658.1846258,1.895487267,1.997643661,1.793330874
76,67.28442406,-49.00172717,666.9604208,1.862453374,1.96203895,1.762867799
77,67.28450152,-49.00170033,675.7362158,1.836550786,1.936290838,1.736810734
78,67.28457897,-49.00168823,684.5120108,1.813220242,1.913619456,1.712821027
79,67.28465643,-49.00165582,693.2878058,1.792822198,1.893985758,1.691658637
80,67.28473389,-49.00163396,702.0636008,1.771188862,1.869833515,1.672544209
81,67.28481134,-49.00160708,710.8393958,1.745317086,1.843845132,1.646789041
82,67.2848888,-49.00158849,719.6151908,1.714282165,1.81453918,1.614025149
83,67.28496625,-49.00156553,728.3909858,1.67234819,1.78297039,1.56172599
84,67.28504371,-49.00154155,737.1667808,1.627143889,1.749979933,1.504307844
85,67.28512116,-49.00151851,745.9425759,1.567535528,1.693525445,1.44154561
86,67.28519862,-49.00149635,754.7183709,1.49858821,1.625837121,1.371339299
87,67.28527608,-49.00147376,763.4941659,1.432670001,1.565523834,1.299816168
88,67.28535353,-49.0014517,772.2699609,1.372646956,1.515477143,1.229816768
89,67.28543099,-49.00143776,781.0457559,1.309542387,1.466326052,1.152758722
90,67.28550844,-49.00140464,789.8215509,1.235132248,1.407371366,1.062893131
91,67.2855859,-49.00138222,798.5973459,1.159709599,1.345583659,0.97383554
92,67.28566335,-49.00135857,807.3731409,1.060192911,1.268466987,0.851918835
93,67.28574081,-49.00133806,816.1489359,0.95088456,1.195903235,0.705865884
94,67.28581827,-49.00131286,824.9247309,0.870677751,1.166510734,0.574844769
95,67.28589572,-49.00128759,833.700526,0.714315487,1.020773546,0.407857427
96,67.28597318,-49.00126439,842.476321,0.525842631,0.798005812,0.25367945
97,67.28605063,-49.00124421,851.252116,0.314815792,0.468402196,0.161229389
98,67.28612809,-49.00121815,860.027911,0.180577494,0.293779778,0.067375209
99,67.28620554,-49.00119258,868.803706,0.011131113,0.045573217,-0.02331099
