DIST_green,Green_z_lit,Z_green,DIST_green_uncert,Z_green_min_stdev_mean,Z_green_max_stdev_mean,DIST_red,Red_z_lit,Z_red,Standard deviation,Mean,DIST_red_uncert,Z_red_min_stdev_mean,Z_red_max_stdev_mean,DIST_dem,DEM_zeroed,DIST_along_transect_corrected_IS2,Manual_depths_IS2,STD_high,STD_low,,green - dem,red - dem,average(g - dem),average(r - dem)
56.69780762,0.852719013,0.62038562,57.50546869,0.069424726,1.153123023,56.69780762,0.357469738,0.260119021,0.118505775,0.261650999,57.50546869,0.143145224,0.380156774,56.69780762,0.2535375,1223.298152,2.976735768,3.080107654,2.873363882,,0.36684812,0.006581521,,
57.39778055,0.852719013,0.62038562,58.21541275,0.069424726,1.153123023,57.39778055,0.357469738,0.260119021,0.118505775,0.261650999,58.21541275,0.143145224,0.380156774,57.39778055,0.2691625,1238.400599,2.903879603,3.014123077,2.793636128,,0.35122312,-0.009043479,,
58.09775348,0.941071107,0.68466687,58.92535681,0.133243568,1.221672474,58.09775348,0.366704891,0.266839713,0.118971082,0.268570646,58.92535681,0.149599565,0.387541728,58.09775348,0.2691625,1253.503045,2.812481389,2.921059901,2.703902877,,0.41550437,-0.002322787,,
58.79772642,0.941071107,0.68466687,59.63530087,0.133243568,1.221672474,58.79772642,0.366704891,0.266839713,0.118971082,0.268570646,59.63530087,0.149599565,0.387541728,58.79772642,0.2691625,1268.605491,2.719021951,2.829825387,2.608218515,,0.41550437,-0.002322787,,
59.49769935,0.941071107,0.68466687,60.34524492,0.133243568,1.221672474,59.49769935,0.366704891,0.266839713,0.118971082,0.268570646,60.34524492,0.149599565,0.387541728,59.49769935,0.2847875,1283.707937,2.625562513,2.742043976,2.509081051,,0.39987937,-0.017947787,,
60.19767228,0.941071107,0.68466687,61.05518898,0.133243568,1.221672474,60.19767228,0.366704891,0.266839713,0.118971082,0.268570646,61.05518898,0.149599565,0.387541728,60.19767228,0.2847875,1298.810384,2.530328948,2.657462481,2.403195414,,0.39987937,-0.017947787,,
60.89764522,0.941071107,0.68466687,61.76513304,0.133243568,1.221672474,60.89764522,0.366704891,0.266839713,0.118971082,0.268570646,61.76513304,0.149599565,0.387541728,60.89764522,0.3004125,1313.91283,2.430330765,2.5759649,2.284696631,,0.38425437,-0.033572787,,
61.59761815,0.941071107,0.68466687,62.4750771,0.133243568,1.221672474,61.59761815,0.366704891,0.266839713,0.118971082,0.268570646,62.4750771,0.149599565,0.387541728,61.59761815,0.3004125,1329.015276,2.254832653,2.419189396,2.090475911,,0.38425437,-0.033572787,,
62.29759108,0.941071107,0.68466687,63.18502116,0.133243568,1.221672474,62.29759108,0.366704891,0.266839713,0.118971082,0.268570646,63.18502116,0.149599565,0.387541728,62.29759108,0.3004125,1344.117723,2.120750206,2.266304907,1.975195506,,0.38425437,-0.033572787,,
62.99756402,0.941071107,0.68466687,63.89496521,0.133243568,1.221672474,62.99756402,0.366704891,0.266839713,0.118971082,0.268570646,63.89496521,0.149599565,0.387541728,62.99756402,0.32385,1359.220169,1.982677695,2.120319995,1.845035395,,0.36081687,-0.057010287,,
63.69753695,0.941071107,0.68466687,64.60490927,0.133243568,1.221672474,63.69753695,0.366704891,0.266839713,0.118971082,0.268570646,64.60490927,0.149599565,0.387541728,63.69753695,0.32385,1374.322615,1.781075907,1.983649594,1.57850222,,0.36081687,-0.057010287,,
