DIST_green,Green_z_lit,Z_green,DIST_green_uncert,Z_green_min_stdev_mean,Z_green_max_stdev_mean,DIST_red,Red_z_lit,Z_red,DIST_red_uncert,Z_red_min_stdev_mean,Z_red_max_stdev_mean,DIST_dem,DEM_zeroed,DIST_along_transect_corrected_IS2,Manual_depths_IS2,STD_high,STD_low,,green - dem,red - dem,average(g - dem),average(r - dem)
0,3.072748201,2.234884098,0,-1.321125467,1.291839185,0,1.047521198,0.762057883,0,-0.321352946,0.337977065,0,0.021625,0,0.000781736,0.003253803,-0.001690331,,2.213259098,0.740432883,1.583872198,0.052813332
0.699519892,3.072748201,2.234884098,0.700083566,-1.321125467,1.291839185,0.699519892,1.047521198,0.762057883,0.700083566,-0.321352946,0.337977065,0.699519892,0.021625,8.77579501,0.087009409,0.113795875,0.060222944,,2.213259098,0.740432883,,
1.399039784,3.072748201,2.234884098,1.400167133,-1.321125467,1.291839185,1.399039784,1.047521198,0.762057883,1.400167133,-0.321352946,0.337977065,1.399039784,0.0606875,17.55159002,0.17004123,0.217803231,0.122279229,,2.174196598,0.701370383,,
2.098559676,3.072748201,2.234884098,2.100250699,-1.321125467,1.291839185,2.098559676,1.047521198,0.762057883,2.100250699,-0.321352946,0.337977065,2.098559676,0.0606875,26.32738503,0.250926507,0.315738748,0.186114267,,2.174196598,0.701370383,,
2.798079568,3.072748201,2.234884098,2.800334266,-0.559174954,2.066852254,2.798079568,1.047521198,0.762057883,2.800334266,-0.081960985,0.583076139,2.798079568,0.0606875,35.10318004,0.337156659,0.426561568,0.247751749,,2.174196598,0.701370383,,
3.497599461,3.072748201,2.234884098,3.500417832,-0.559174954,2.066852254,3.497599461,1.047521198,0.762057883,3.500417832,-0.081960985,0.583076139,3.497599461,0.0919375,43.87897505,0.442705048,0.558662104,0.326747993,,2.142946598,0.670120383,,
4.197119353,3.072748201,2.234884098,4.200501399,-0.559174954,2.066852254,4.197119353,1.047521198,0.762057883,4.200501399,-0.081960985,0.583076139,4.197119353,0.0919375,52.65477006,0.553542807,0.689852627,0.417232986,,2.142946598,0.670120383,,
4.896639245,3.072748201,2.234884098,4.900584965,-0.559174954,2.066852254,4.896639245,1.047521198,0.762057883,4.900584965,-0.081960985,0.583076139,4.896639245,0.115375,61.43056507,0.666315939,0.822393401,0.510238478,,2.119509098,0.646682883,,
5.596159137,3.072748201,2.234884098,5.600668532,-0.559174954,2.066852254,5.596159137,1.047521198,0.762057883,5.600668532,-0.081960985,0.583076139,5.596159137,0.115375,70.20636008,0.787024507,0.950073012,0.623976002,,2.119509098,0.646682883,,
6.295679029,3.393964525,2.468517198,6.300752098,-0.559174954,2.066852254,6.295679029,1.144296122,0.83247171,6.300752098,-0.081960985,0.583076139,6.295679029,0.115375,78.98215509,0.902365437,1.062913561,0.741817313,,2.353142198,0.71709671,,
6.995198921,3.393964525,2.468517198,7.000835665,-0.559174954,2.066852254,6.995198921,1.144296122,0.83247171,7.000835665,-0.081960985,0.583076139,6.995198921,0.146625,87.7579501,1.009226774,1.176175022,0.842278526,,2.321892198,0.68584671,,
7.694718813,3.393964525,2.468517198,7.700919231,-0.559174954,2.066852254,7.694718813,1.144296122,0.83247171,7.700919231,-0.081960985,0.583076139,7.694718813,0.146625,96.53374511,1.121249558,1.295979415,0.946519702,,2.321892198,0.68584671,,
8.394238705,3.393964525,2.468517198,8.401002798,-0.559174954,2.066852254,8.394238705,1.144296122,0.83247171,8.401002798,-0.081960985,0.583076139,8.394238705,0.115375,105.3095401,1.239687909,1.420598344,1.058777475,,2.353142198,0.71709671,,
9.093758597,3.393964525,2.468517198,9.101086364,-0.559174954,2.066852254,9.093758597,1.144296122,0.83247171,9.101086364,-0.081960985,0.583076139,9.093758597,0.131,114.0853351,1.376969218,1.553728854,1.200209582,,2.337517198,0.70147171,,
9.79327849,3.393964525,2.468517198,9.801169931,-0.559174954,2.066852254,9.79327849,1.144296122,0.83247171,9.801169931,-0.081960985,0.583076139,9.79327849,0.131,122.8611301,1.52313602,1.670867324,1.375404717,,2.337517198,0.70147171,,
10.49279838,3.393964525,2.468517198,10.5012535,-0.559174954,2.066852254,10.49279838,1.144296122,0.83247171,10.5012535,-0.081960985,0.583076139,10.49279838,0.131,131.6369252,1.662960022,1.786521167,1.539398876,,2.337517198,0.70147171,,
11.19231827,3.393964525,2.468517198,11.20133706,-0.559174954,2.066852254,11.19231827,1.144296122,0.83247171,11.20133706,-0.081960985,0.583076139,11.19231827,0.146625,140.4127202,1.792774715,1.892099237,1.693450194,,2.321892198,0.68584671,,
11.89183817,3.393964525,2.468517198,11.90142063,-0.559174954,2.066852254,11.89183817,1.144296122,0.83247171,11.90142063,-0.081960985,0.583076139,11.89183817,0.146625,149.1885152,1.910788159,1.991712245,1.829864073,,2.321892198,0.68584671,,
12.59135806,3.393964525,2.468517198,12.6015042,0.487463507,3.176686142,12.59135806,1.144296122,0.83247171,12.6015042,0.272061099,0.965489253,12.59135806,0.146625,157.9643102,2.017549803,2.090986847,1.944112758,,2.321892198,0.68584671,,
13.29087795,3.393964525,2.468517198,13.30158776,0.487463507,3.176686142,13.29087795,1.144296122,0.83247171,13.30158776,0.272061099,0.965489253,13.29087795,0.1700625,166.7401052,2.121667115,2.19429856,2.04903567,,2.298454698,0.66240921,,
13.99039784,3.393964525,2.468517198,14.00167133,0.487463507,3.176686142,13.99039784,1.144296122,0.83247171,14.00167133,0.272061099,0.965489253,13.99039784,0.1700625,175.5159002,2.218946753,2.291927047,2.14596646,,2.298454698,0.66240921,,
14.68991773,3.393964525,2.468517198,14.7017549,0.487463507,3.176686142,14.68991773,1.144296122,0.83247171,14.7017549,0.272061099,0.965489253,14.68991773,0.1700625,184.2916952,2.311309475,2.380751664,2.241867286,,2.298454698,0.66240921,,
15.38943763,3.393964525,2.468517198,15.40183846,0.487463507,3.176686142,15.38943763,1.144296122,0.83247171,15.40183846,0.272061099,0.965489253,15.38943763,0.2013125,193.0674902,2.37818278,2.442378713,2.313986848,,2.267204698,0.63115921,,
