DIST_green,Z_green,Z_green_min_Ad,Z_green_max_Ad,DIST_red,Z_red,Z_red_min_Ad,Z_red_max_Ad,DIST_dem,DEM_uncorrected_z,Z_corrected_dem,DIST_along_transect_corrected_IS2,Manual_depths_IS2,STD_high,STD_low,,DEM_first_zero
0,-0.414466083,-2.749220133,0.572740257,0,-0.068025343,-0.708717465,0.14030619,0,1501.7896,-0.24305,0,0,0,0,,0
0.699734002,-0.414466083,-2.749220133,0.572740257,0.699734002,-0.068025343,-0.708717465,0.14030619,1.99954357,1502.0661,-0.51955,14.8852506,0.157833214,0.221163357,0.094503071,,-0.2765
1.399468005,-0.414466083,-2.749220133,0.572740257,1.399468005,-0.068025343,-0.708717465,0.14030619,3.998981451,1502.1857,-0.63915,29.77050119,0.285458454,0.387144041,0.183772867,,-0.3961
2.099202007,-0.414466083,-2.749220133,0.572740257,2.099202007,-0.068025343,-0.708717465,0.14030619,5.998525025,1501.7359,-0.18935,44.65575179,0.405123201,0.540315345,0.269931057,,0.0537
2.798936009,-0.414466083,-2.749220133,0.572740257,2.798936009,-0.068025343,-0.708717465,0.14030619,7.998068599,1501.5899,-0.04335,59.54100238,0.53719972,0.694881612,0.379517829,,0.1997
3.498670012,-0.414466083,-2.749220133,0.572740257,3.498670012,-0.068025343,-0.708717465,0.14030619,9.997506479,1501.7333,-0.18675,74.42625298,0.685731808,0.841338607,0.530125009,,0.0563
4.198404014,-0.414466083,-2.749220133,0.572740257,4.198404014,-0.068025343,-0.708717465,0.14030619,11.99705005,1502.2303,-0.68375,89.31150358,0.847573654,0.971566942,0.723580367,,-0.4407
4.898138017,-0.414466083,-2.749220133,0.572740257,4.898138017,-0.068025343,-0.708717465,0.14030619,13.99659362,1502.2509,-0.70435,104.1967542,0.982979458,1.110477178,0.855481738,,-0.4613
5.597872019,-0.414466083,-2.749220133,0.572740257,5.597872019,-0.068025343,-0.708717465,0.14030619,15.99613133,1502.1627,-0.61615,119.0820048,1.123066568,1.245976998,1.000156138,,-0.3731
6.297606021,-0.414466083,-2.749220133,0.572740257,6.297606021,-0.068025343,-0.708717465,0.14030619,17.99557508,1502.1742,-0.62765,133.9672554,1.262103078,1.377067707,1.147138449,,-0.3846
