DIST_green,Z_green,Z_green_min_Ad,Z_green_max_Ad,DIST_red,Z_red,Z_red_min_Ad,Z_red_max_Ad,DIST_dem,DEM_uncorrected_z,Z_corrected_dem,DIST_along_transect_corrected_IS2,Manual_depths_IS2,STD_high,STD_low,,DEM_first_zero
0,1.503801346,-4.218943119,3.778191566,0,0.238809556,-1.728715658,0.678976715,0,1283.5395,-0.78815,0,0.022908061,0.095349711,-0.049533589,,0
0.699592902,1.503801346,-4.218943119,3.778191566,0.699592902,0.238809556,-1.728715658,0.678976715,1.997583325,1283.1736,-0.42225,9.483370455,0.407773507,0.518769226,0.296777788,,0.3659
1.399185805,1.503801346,-4.218943119,3.778191566,1.399185805,0.238809556,-1.728715658,0.678976715,3.995148203,1283.1544,-0.40305,18.96674091,0.760352612,0.926429798,0.594275425,,0.3851
2.098778707,1.503801346,-4.218943119,3.778191566,2.098778707,0.238809556,-1.728715658,0.678976715,5.992633247,1283.045,-0.29365,28.45011136,1.053701376,1.225629196,0.881773556,,0.4945
2.79837161,1.503801346,-4.218943119,3.778191566,2.79837161,0.238809556,-1.728715658,0.678976715,7.990216569,1282.8474,-0.09605,37.93348182,1.320775023,1.501014197,1.140535849,,0.6921
3.497964512,1.539695621,-4.183048725,3.81408596,3.497964512,0.259566903,-1.707958221,0.699734092,9.987799895,1282.8571,-0.10575,47.41685227,1.558613176,1.732677611,1.384548741,,0.6824
4.197557414,1.539695621,-4.183048725,3.81408596,4.197557414,0.259566903,-1.707958221,0.699734092,11.98536478,1283.1185,-0.36715,56.90022273,1.79114778,1.956181274,1.626114287,,0.421
4.897150317,1.539695621,-4.183048725,3.81408596,4.897150317,0.259566903,-1.707958221,0.699734092,13.9829481,1283.2886,-0.53725,66.38359318,2.020029426,2.171649397,1.868409454,,0.2509
5.596743219,1.539695621,-4.183048725,3.81408596,5.596743219,0.259566903,-1.707958221,0.699734092,15.98053142,1283.0654,-0.31405,75.86696364,2.234203373,2.378923404,2.089483342,,0.4741
6.296336121,1.539695621,-4.183048725,3.81408596,6.296336121,0.259566903,-1.707958221,0.699734092,17.97801647,1282.9482,-0.19685,85.35033409,2.446481785,2.586531046,2.306432524,,0.5913
6.995929024,1.539695621,-4.183048725,3.81408596,6.995929024,0.259566903,-1.707958221,0.699734092,19.97558134,1282.8664,-0.11505,94.83370455,2.656689075,2.804354394,2.509023755,,0.6731
7.695521926,1.539695621,-4.183048725,3.81408596,7.695521926,0.259566903,-1.707958221,0.699734092,21.97316467,1283.0058,-0.25445,104.317075,2.865212439,3.032165406,2.698259472,,0.5337
8.395114829,1.539695621,-4.183048725,3.81408596,8.395114829,0.259566903,-1.707958221,0.699734092,23.970748,1282.9656,-0.21425,113.8004455,3.070189898,3.244899381,2.895480415,,0.5739
9.094707731,1.539695621,-4.183048725,3.81408596,9.094707731,0.259566903,-1.707958221,0.699734092,25.96833132,1282.8153,-0.06395,123.2838159,3.279006853,3.425706316,3.13230739,,0.7242
9.794300633,1.539695621,-4.183048725,3.81408596,9.794300633,0.259566903,-1.707958221,0.699734092,27.96579792,1282.6524,0.09895,132.7671864,3.473688607,3.607649786,3.339727428,,0.8871
10.49389354,1.539695621,-4.183048725,3.81408596,10.49389354,0.259566903,-1.707958221,0.699734092,29.96338124,1282.3999,0.35145,142.2505568,3.658340126,3.786137731,3.530542522,,1.1396
11.19348644,1.539695621,-4.183048725,3.81408596,11.19348644,0.259566903,-1.707958221,0.699734092,31.96096456,1282.3186,0.43275,151.7339273,3.829528141,3.959938546,3.699117735,,1.2209
11.89307934,1.539695621,-4.183048725,3.81408596,11.89307934,0.259566903,-1.707958221,0.699734092,33.95854789,1282.2572,0.49415,161.2172977,4.018772246,4.14743533,3.890109162,,1.2823
12.59267224,1.539695621,-4.183048725,3.81408596,12.59267224,0.259566903,-1.707958221,0.699734092,35.95611277,1282.2664,0.48495,170.7006682,4.176328667,4.312164237,4.040493097,,1.2731
13.29226515,2.303839922,-3.418904781,4.578230381,13.29226515,0.377586335,-1.589938879,0.817753494,37.9536961,1282.194,0.55735,180.1840386,4.312948678,4.455079449,4.170817908,,1.3455
13.99185805,2.303839922,-3.418904781,4.578230381,13.99185805,0.377586335,-1.589938879,0.817753494,39.95118114,1282.143,0.60835,189.6674091,4.443644511,4.595027848,4.292261173,,1.3965
14.69145095,2.303839922,-3.418904781,4.578230381,14.69145095,0.377586335,-1.589938879,0.817753494,41.94876446,1282.1816,0.56975,199.1507795,4.57111586,4.728596667,4.413635053,,1.3579
15.39104385,2.303839922,-3.418904781,4.578230381,15.39104385,0.377586335,-1.589938879,0.817753494,43.94632934,1282.2243,0.52705,208.63415,4.698193055,4.861985494,4.534400617,,1.3152
16.09063675,2.303839922,-3.418904781,4.578230381,16.09063675,0.377586335,-1.589938879,0.817753494,45.94391267,1282.1972,0.55415,218.1175205,4.831363888,5.005246234,4.657481541,,1.3423
16.79022966,2.303839922,-3.418904781,4.578230381,16.79022966,0.377586335,-1.589938879,0.817753494,47.94149599,1282.0405,0.71085,227.6008909,4.973246893,5.160531784,4.785962002,,1.499
17.48982256,2.303839922,-3.418904781,4.578230381,17.48982256,0.377586335,-1.589938879,0.817753494,49.93907932,1281.8959,0.85545,237.0842614,5.117033605,5.308636564,4.925430646,,1.6436
18.18941546,2.303839922,-3.418904781,4.578230381,18.18941546,0.377586335,-1.589938879,0.817753494,51.93654591,1281.7926,0.95875,246.5676318,5.269577312,5.433645863,5.105508761,,1.7469
18.88900836,2.303839922,-3.418904781,4.578230381,18.88900836,0.377586335,-1.589938879,0.817753494,53.93412924,1281.8091,0.94225,256.0510023,5.405031395,5.551526426,5.258536364,,1.7304
19.58860127,2.303839922,-3.418904781,4.578230381,19.58860127,0.377586335,-1.589938879,0.817753494,55.93171256,1281.7446,1.00675,265.5343727,5.531367258,5.668467258,5.394267257,,1.7949
20.28819417,2.303839922,-3.418904781,4.578230381,20.28819417,0.377586335,-1.589938879,0.817753494,57.92929589,1281.6558,1.09555,275.0177432,5.655432358,5.785963731,5.524900986,,1.8837
20.98778707,2.303839922,-3.418904781,4.578230381,20.98778707,0.377586335,-1.589938879,0.817753494,59.92686077,1281.6014,1.14995,284.5011136,5.778425821,5.902838239,5.654013404,,1.9381
21.68737997,2.303839922,-3.418904781,4.578230381,21.68737997,0.377586335,-1.589938879,0.817753494,61.92434581,1281.6093,1.14205,293.9844841,5.895931236,6.017004819,5.774857653,,1.9302
22.38697288,2.303839922,-3.418904781,4.578230381,22.38697288,0.377586335,-1.589938879,0.817753494,63.92192913,1281.5314,1.21995,303.4678545,6.010715033,6.12894812,5.892481946,,2.0081
23.08656578,2.303839922,-3.418904781,4.578230381,23.08656578,0.377586335,-1.589938879,0.817753494,65.91951246,1281.318,1.43335,312.951225,6.124693752,6.240896999,6.008490505,,2.2215
23.78615868,2.714724541,-3.008020163,4.989114761,23.78615868,0.440843016,-1.526682138,0.881010234,67.91707734,1281.2087,1.54265,322.4345955,6.237308656,6.353793597,6.120823716,,2.3308
24.48575158,2.714724541,-3.008020163,4.989114761,24.48575158,0.440843016,-1.526682138,0.881010234,69.91466066,1281.1818,1.56955,331.9179659,6.348910639,6.467334335,6.230486943,,2.3577
25.18534449,2.714724541,-3.008020163,4.989114761,25.18534449,0.440843016,-1.526682138,0.881010234,71.91224399,1281.0879,1.66345,341.4013364,6.456129068,6.579590062,6.332668074,,2.4516
25.88493739,2.714724541,-3.008020163,4.989114761,25.88493739,0.440843016,-1.526682138,0.881010234,73.90971058,1280.9467,1.80465,350.8847068,6.557403991,6.685423228,6.429384753,,2.5928
26.58453029,2.714724541,-3.008020163,4.989114761,26.58453029,0.440843016,-1.526682138,0.881010234,75.90729391,1280.8988,1.85255,360.3680773,6.657287207,6.787821513,6.526752901,,2.6407
27.28412319,2.714724541,-3.008020163,4.989114761,27.28412319,0.440843016,-1.526682138,0.881010234,77.90487723,1281.0749,1.67645,369.8514477,6.756786988,6.89053574,6.623038235,,2.4646
27.9837161,2.714724541,-3.008020163,4.989114761,27.9837161,0.440843016,-1.526682138,0.881010234,79.90246056,1281.3186,1.43275,379.3348182,6.850749257,6.987891597,6.713606917,,2.2209
28.683309,2.714724541,-3.008020163,4.989114761,28.683309,0.440843016,-1.526682138,0.881010234,81.90002544,1281.3578,1.39355,388.8181886,6.943566731,7.083665108,6.803468355,,2.1817
29.3829019,2.714724541,-3.008020163,4.989114761,29.3829019,0.440843016,-1.526682138,0.881010234,83.89751048,1281.3085,1.44285,398.3015591,7.03887289,7.180776186,6.896969594,,2.231
30.0824948,2.714724541,-3.008020163,4.989114761,30.0824948,0.440843016,-1.526682138,0.881010234,85.8950938,1281.0995,1.65185,407.7849295,7.134437749,7.279698185,6.989177313,,2.44
30.7820877,2.714724541,-3.008020163,4.989114761,30.7820877,0.440843016,-1.526682138,0.881010234,87.89267713,1281.0318,1.71955,417.2683,7.23026059,7.370824519,7.08969666,,2.5077
31.48168061,2.714724541,-3.008020163,4.989114761,31.48168061,0.440843016,-1.526682138,0.881010234,89.89024201,1280.8721,1.87925,426.7516705,7.321250781,7.459061536,7.183440027,,2.6674
32.18127351,2.714724541,-3.008020163,4.989114761,32.18127351,0.440843016,-1.526682138,0.881010234,91.88782534,1280.748,2.00335,436.2350409,7.407228512,7.546108607,7.268348416,,2.7915
32.88086641,2.714724541,-3.008020163,4.989114761,32.88086641,0.440843016,-1.526682138,0.881010234,93.88540866,1280.7094,2.04195,445.7184114,7.490145521,7.632770386,7.347520655,,2.8301
33.58045931,3.383853197,-2.338891268,5.658243656,33.58045931,0.65977931,-1.307745814,1.099946618,95.8828937,1280.8239,1.92745,455.2017818,7.567959739,7.712846796,7.423072682,,2.7156
34.28005222,3.383853197,-2.338891268,5.658243656,34.28005222,0.65977931,-1.307745814,1.099946618,97.88045858,1280.8703,1.88105,464.6851523,7.644524402,7.793455518,7.495593286,,2.6692
34.97964512,3.383853197,-2.338891268,5.658243656,34.97964512,0.65977931,-1.307745814,1.099946618,99.87804191,1280.8375,1.91385,474.1685227,7.718343656,7.871773965,7.564913346,,2.702
35.67923802,3.383853197,-2.338891268,5.658243656,35.67923802,0.65977931,-1.307745814,1.099946618,101.8756252,1280.714,2.03735,483.6518932,7.782802247,7.937049195,7.628555299,,2.8255
36.37883092,3.383853197,-2.338891268,5.658243656,36.37883092,0.65977931,-1.307745814,1.099946618,103.8732086,1280.5128,2.23855,493.1352636,7.835304276,7.992633547,7.677975004,,3.0267
37.07842383,3.383853197,-2.338891268,5.658243656,37.07842383,0.65977931,-1.307745814,1.099946618,105.8707734,1280.2872,2.46415,502.6186341,7.871710182,8.016300767,7.727119597,,3.2523
37.77801673,3.383853197,-2.338891268,5.658243656,37.77801673,0.65977931,-1.307745814,1.099946618,107.8682585,1279.9334,2.81795,512.1020045,7.892961101,8.028596424,7.757325777,,3.6061
38.47760963,3.383853197,-2.338891268,5.658243656,38.47760963,0.65977931,-1.307745814,1.099946618,109.8658418,1279.7897,2.96165,521.585375,7.903853139,8.026148706,7.781557571,,3.7498
