ice_sheet,melt_season,basin,quality_summary,max_depth,length_water_surfaces,surface_elevation,n_photons_where_water,lon,lat,date_time,lon_min,lon_max,lat_min,lat_max,cycle_number,rgt,gtx,beam_strength,beam_number,detection_quality,lake_quality,granule_id,lake_id,file_name,main_region,basin_name,depth_95th_pctl
GrIS,2020,GRE_2000_CW,0.0177165594019293,8.333223380632223,500.0,444.0395324706789,7066,-50.25546013433645,70.4740809073576,2020-07-18T00:37:10Z,-50.25750931477868,-50.253409952451385,70.46902881124764,70.47913901903334,8,346,gt1r,weak,2,0.1771555940192939,0.0,ATL03_20200718003439_03460805_006_01.h5,simplified_GRE_2000_CW_ATL03_20200718003439_03460805_006_01_gt1r_0005,data/lakes/lake_09998228_GrIS_2020_simplified_GRE_2000_CW_ATL03_20200718003439_03460805_006_01_gt1r_0005.h5,,CW,8.445073268016934
AIS,2018-19,ANT_1000_East_B-C,0.0176815574134338,7.284679612771277,463.0,83.59122595215223,8989,67.91469062752536,-70.42397456684864,2019-02-04T17:16:27Z,67.91284918098015,67.91652375731235,-70.4289947475731,-70.41894383897753,2,584,gt1l,strong,1,0.1768055741343381,0.0,ATL03_20190204171104_05840210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190204171104_05840210_006_02_gt1l_0001,data/lakes/lake_09998232_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190204171104_05840210_006_02_gt1l_0001.h5,AIS_East,B-C,7.280547842620957
AIS,2018-19,ANT_1000_East_B-C,0.0175277076170646,1.4389215101865749,570.0,101.93712750244524,4644,67.58602450138207,-72.04457757348752,2019-01-02T18:49:02Z,67.58215927998016,67.58989766171547,-72.05334738585539,-72.03577998021774,2,81,gt3r,weak,6,0.0122001101304041,1.3355077415247236,ATL03_20190102184312_00810210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190102184312_00810210_006_02_gt3r_0109,data/lakes/lake_09998247_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190102184312_00810210_006_02_gt3r_0109.h5,AIS_East,B-C,1.4460147540768342
GrIS,2019,GRE_2000_CW,0.0172850868064355,5.857180387238071,344.0,973.9147319335694,4459,-49.36876910939655,69.94437625200058,2019-06-17T06:45:34Z,-49.370606594524105,-49.366937530347606,69.9393259683289,69.94943703740772,3,1222,gt2l,strong,3,0.172840868064355,0.0,ATL03_20190617064249_12220303_006_02.h5,simplified_GRE_2000_CW_ATL03_20190617064249_12220303_006_02_gt2l_0023,data/lakes/lake_09998271_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190617064249_12220303_006_02_gt2l_0023.h5,,CW,5.8657332130409285
GrIS,2019,GRE_2000_CW,0.0171048078364068,3.105725295168171,631.0,1168.7493239746077,5121,-49.22098363224225,69.7660927881591,2019-06-13T19:38:45Z,-49.22303645896876,-49.218930494138206,69.76041161172192,69.77177257411769,3,1169,gt1r,weak,2,0.0190126064618018,0.799183183479824,ATL03_20190613193602_11690305_006_02.h5,simplified_GRE_2000_CW_ATL03_20190613193602_11690305_006_02_gt1r_0006,data/lakes/lake_09998290_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190613193602_11690305_006_02_gt1r_0006.h5,,CW,2.6340775039230464
AIS,2018-19,ANT_1000_East_B-C,0.0169545324665424,2.479875953726748,731.0,84.28747946930315,2036,68.7946632536484,-72.11034875652807,2019-01-27T17:33:30Z,68.79221141029552,68.79710261480074,-72.1159932747009,-72.10470870469163,2,462,gt1r,weak,2,0.0038835516880278,4.254515831567223,ATL03_20190127172740_04620210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190127172740_04620210_006_02_gt1r_0012,data/lakes/lake_09998305_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190127172740_04620210_006_02_gt1r_0012.h5,AIS_East,B-C,2.4868249920537564
AIS,2018-19,ANT_1000_East_B-C,0.0166703055361347,9.783091433341085,486.0,93.32455471802147,10732,69.2412780865204,-72.41629621526076,2019-01-23T17:41:50Z,69.23900258178558,69.24355260014124,-72.42131187186081,-72.41127276615073,2,401,gt3l,strong,5,0.1214051947232843,0.0372999942398295,ATL03_20190123173555_04010210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190123173555_04010210_006_02_gt3l_0024,data/lakes/lake_09998333_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190123173555_04010210_006_02_gt3l_0024.h5,AIS_East,B-C,9.80582345332954
GrIS,2019,GRE_2000_CW,0.0164092206128287,1.1908613531307732,423.0,1206.176619628907,1187,-49.17638680521286,69.6487807520618,2019-06-17T06:45:29Z,-49.17793810532784,-49.17482416989301,69.64434643949342,69.65318802778671,3,1222,gt3r,weak,6,0.0023125322077978,6.965228442359193,ATL03_20190617064249_12220303_006_02.h5,simplified_GRE_2000_CW_ATL03_20190617064249_12220303_006_02_gt3r_0044,data/lakes/lake_09998359_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190617064249_12220303_006_02_gt3r_0044.h5,,CW,1.1964203560110294
AIS,2018-19,ANT_1000_East_B-C,0.0158631025808239,1.552621310420201,527.0,92.43985284424215,13560,68.26063054178385,-71.37415264214822,2019-01-03T07:32:57Z,68.25860020986603,68.26266751922923,-71.37918384728658,-71.36912103315403,2,89,gt1l,strong,1,0.0159711485360883,0.8926134248112527,ATL03_20190103073055_00890212_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190103073055_00890212_006_02_gt1l_0012,data/lakes/lake_09998414_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190103073055_00890212_006_02_gt1l_0012.h5,AIS_East,B-C,1.5780006572200065
AIS,2018-19,ANT_1000_East_B-C,0.0155168427461675,4.4141223175106425,357.0,19.114986953736377,13706,72.77608465430629,-70.05362463875153,2019-01-08T06:59:18Z,72.77377345570437,72.77838289183342,-70.05989489693697,-70.04732592314988,2,165,gt2l,strong,3,0.1551584274616759,0.0,ATL03_20190108065655_01650212_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190108065655_01650212_006_02_gt2l_0001,data/lakes/lake_09998448_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190108065655_01650212_006_02_gt2l_0001.h5,AIS_East,B-C,1.9644365218873658
AIS,2018-19,ANT_1000_East_B-C,0.0155200149739091,2.474873414730692,358.0,254.4090888671913,5590,71.0290487247797,-71.89744796647392,2019-01-15T17:58:12Z,71.0263311021296,71.03176236079912,-71.90371553670903,-71.8911681017151,2,279,gt3l,strong,5,0.1551901497390911,0.0,ATL03_20190115175225_02790210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190115175225_02790210_006_02_gt3l_0033,data/lakes/lake_09998448_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190115175225_02790210_006_02_gt3l_0033.h5,AIS_East,B-C,2.5046680860089743
AIS,2018-19,ANT_1000_East_B-C,0.0154443861602534,0.904918905859619,491.0,80.97017803955461,3693,68.69159813178521,-71.27423438714311,2018-12-29T18:57:08Z,68.68955804780046,68.69364749003276,-71.27925019889007,-71.26920929711838,2,20,gt3r,weak,6,0.0052644637395527,2.828143394832212,ATL03_20181229185130_00200210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20181229185130_00200210_006_02_gt3r_0050,data/lakes/lake_09998456_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20181229185130_00200210_006_02_gt3r_0050.h5,AIS_East,B-C,0.9525355311756326
AIS,2018-19,ANT_1000_East_B-C,0.0149072166079929,2.051077995169594,268.0,83.78880935669335,8298,68.38734587188414,-71.45122930021265,2019-01-03T07:32:56Z,68.38554316590498,68.38916127369195,-71.45563162627641,-71.44685028814159,2,89,gt2l,strong,3,0.0074811253265153,1.8899836083675856,ATL03_20190103073055_00890212_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190103073055_00890212_006_02_gt2l_0039,data/lakes/lake_09998509_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190103073055_00890212_006_02_gt2l_0039.h5,AIS_East,B-C,2.055217874145626
GrIS,2020,GRE_2000_CW,0.0148473841958376,3.3688160501088893,862.0,839.0152835693115,47205,-49.77267859342335,68.62677222152868,2020-06-18T13:16:05Z,-49.77501464621522,-49.7703419378772,68.61982157582274,68.63371656319828,7,1283,gt1l,strong,1,0.1484638419583765,0.0,ATL03_20200618131341_12830703_006_01.h5,simplified_GRE_2000_CW_ATL03_20200618131341_12830703_006_01_gt1l_0003,data/lakes/lake_09998515_GrIS_2020_simplified_GRE_2000_CW_ATL03_20200618131341_12830703_006_01_gt1l_0003.h5,,CW,3.5970636091693837
GrIS,2019,GRE_2000_CW,0.014734190119624,1.7555361031741077,238.0,1124.8474199218736,1534,-49.32238640684217,69.58701605210932,2019-06-17T06:45:29Z,-49.32377662075753,-49.32099918099571,69.5832229342208,69.59079794733515,3,1222,gt1r,weak,2,0.0032389028643632,4.43512792925925,ATL03_20190617064249_12220303_006_02.h5,simplified_GRE_2000_CW_ATL03_20190617064249_12220303_006_02_gt1r_0013,data/lakes/lake_09998527_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190617064249_12220303_006_02_gt1r_0013.h5,,CW,1.7501691734179337
AIS,2018-19,ANT_1000_East_B-C,0.014341172080362,6.596407359547306,508.0,93.3191731567422,2650,69.23866426790394,-72.41550009273863,2019-01-23T17:41:50Z,69.23611073383759,69.24120543297084,-72.42116118053302,-72.4098855077602,2,401,gt3r,weak,6,0.0082102049232209,1.6446246430974396,ATL03_20190123173555_04010210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190123173555_04010210_006_02_gt3r_0034,data/lakes/lake_09998566_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190123173555_04010210_006_02_gt3r_0034.h5,AIS_East,B-C,6.595623509625276
AIS,2018-19,ANT_1000_East_B-C,0.0140628769060571,3.7531761115377336,669.0,90.56038690185925,10266,68.22328387352637,-71.62540558782969,2019-01-31T17:25:05Z,68.22046088741655,68.2260971375506,-71.63232647746959,-71.6185229466112,2,523,gt1l,strong,1,0.1406187690605713,0.0,ATL03_20190131171923_05230210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190131171923_05230210_006_02_gt1l_0003,data/lakes/lake_09998594_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190131171923_05230210_006_02_gt1l_0003.h5,AIS_East,B-C,3.7810281261989
AIS,2020-21,ANT_1000_East_B-C,0.0093187495578027,14.80984499884906,1924.0,216.7382274780313,32982,67.85411348508862,-72.94898862990851,2021-02-04T19:10:20Z,67.84713989451608,67.86110584587031,-72.96341375211921,-72.9345878334091,10,653,gt3r,strong,1,0.023559924259705,0.2953661223143617,ATL03_20210204190842_06531012_006_01.h5,simplified_ANT_1000_East_B-C_ATL03_20210204190842_06531012_006_01_gt3r_0000,data/lakes/lake_09998619_AIS_2020-21_simplified_ANT_1000_East_B-C_ATL03_20210204190842_06531012_006_01_gt3r_0001.h5,AIS_East,B-C,14.746999560971675
GrIS,2020,GRE_2000_CW,0.0135164147558702,3.698442062972849,1034.0,931.4401538696036,48422,-49.59148535265992,68.5646301503373,2020-06-18T13:16:04Z,-49.59467776785958,-49.58829417290001,68.55515380559929,68.57411245008171,7,1283,gt3l,strong,5,0.135154147558702,0.0,ATL03_20200618131341_12830703_006_01.h5,simplified_GRE_2000_CW_ATL03_20200618131341_12830703_006_01_gt3l_0018,data/lakes/lake_09998648_GrIS_2020_simplified_GRE_2000_CW_ATL03_20200618131341_12830703_006_01_gt3l_0018.h5,,CW,3.2903647140447325
GrIS,2020,GRE_2000_CW,0.0135022326440576,3.5728114933197057,712.0,1277.2674497070298,11770,-49.27461957340296,70.31723025405756,2020-08-11T23:21:33Z,-49.27704510828643,-49.27220409892558,70.31091881214394,70.32353861842786,8,727,gt1l,strong,1,0.1350123264405766,0.0,ATL03_20200811231859_07270805_006_01.h5,simplified_GRE_2000_CW_ATL03_20200811231859_07270805_006_01_gt1l_0000,data/lakes/lake_09998650_GrIS_2020_simplified_GRE_2000_CW_ATL03_20200811231859_07270805_006_01_gt1l_0000.h5,,CW,3.6127308784956083
GrIS,2020,GRE_2000_CW,0.0134750132030714,4.405160472600521,1173.0,900.9877796020264,39087,-49.65457985098469,68.51228819027664,2020-06-18T13:16:03Z,-49.65715971815604,-49.65200101710752,68.50406933444513,68.52051354953365,7,1283,gt2l,strong,3,0.056053412435692,0.1403530683853397,ATL03_20200618131341_12830703_006_01.h5,simplified_GRE_2000_CW_ATL03_20200618131341_12830703_006_01_gt2l_0008,data/lakes/lake_09998652_GrIS_2020_simplified_GRE_2000_CW_ATL03_20200618131341_12830703_006_01_gt2l_0008.h5,,CW,4.783620860674014
GrIS,2019,GRE_2000_CW,0.0132109829323258,3.095951914192149,359.0,612.2986289062255,5276,-49.39434339820083,69.2836503571665,2019-05-19T08:09:23Z,-49.39609400313848,-49.3925940109415,69.27859569257036,69.2887114361069,3,780,gt2l,strong,3,0.0471021975609822,0.1804153407453665,ATL03_20190519080649_07800303_006_02.h5,simplified_GRE_2000_CW_ATL03_20190519080649_07800303_006_02_gt2l_0005,data/lakes/lake_09998679_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190519080649_07800303_006_02_gt2l_0005.h5,,CW,3.095663583638663
GrIS,2019,GRE_2000_CW,0.0127940975080066,3.282658924218111,867.0,1316.925906249999,3606,-48.27496888771472,68.81146760927979,2019-06-13T06:53:36Z,-48.27818474822416,-48.271766271588056,68.802009066586,68.82095946562829,3,1161,gt1r,weak,2,0.1279309750800669,0.0,ATL03_20190613065109_11610303_006_02.h5,simplified_GRE_2000_CW_ATL03_20190613065109_11610303_006_02_gt1r_0003,data/lakes/lake_09998721_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190613065109_11610303_006_02_gt1r_0003.h5,,CW,3.62125547069674
GrIS,2020,GRE_2000_CW,0.0126840627338999,6.9423546287148765,444.0,919.6441674804444,10577,-49.39970326587178,69.9818866141527,2020-08-11T23:21:38Z,-49.40183490623932,-49.39759434903399,69.97620326645485,69.98757639851686,8,727,gt1l,strong,1,0.1268306273389993,0.0,ATL03_20200811231859_07270805_006_01.h5,simplified_GRE_2000_CW_ATL03_20200811231859_07270805_006_01_gt1l_0001,data/lakes/lake_09998732_GrIS_2020_simplified_GRE_2000_CW_ATL03_20200811231859_07270805_006_01_gt1l_0001.h5,,CW,6.9547666736641975
GrIS,2020,GRE_2000_CW,0.0124529107163378,3.2064091813191724,647.0,922.9488288573972,20748,-49.68289155042532,68.36113943686084,2020-06-18T13:16:01Z,-49.6847389393094,-49.68103839391801,68.35544062923624,68.36682840543163,7,1283,gt1r,weak,2,0.0165027102405418,0.6541409335557513,ATL03_20200618131341_12830703_006_01.h5,simplified_GRE_2000_CW_ATL03_20200618131341_12830703_006_01_gt1r_0005,data/lakes/lake_09998755_GrIS_2020_simplified_GRE_2000_CW_ATL03_20200618131341_12830703_006_01_gt1r_0005.h5,,CW,3.201603751810909
GrIS,2019,GRE_2000_CW,0.0122337848061647,4.042812133415354,773.0,1316.5087680664044,7737,-48.21929407980596,68.8801454291789,2019-06-13T06:53:37Z,-48.22140266841604,-48.21716401188155,68.8738112028933,68.88645160173803,3,1161,gt2l,strong,3,0.1223278480616471,0.0,ATL03_20190613065109_11610303_006_02.h5,simplified_GRE_2000_CW_ATL03_20190613065109_11610303_006_02_gt2l_0006,data/lakes/lake_09998777_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190613065109_11610303_006_02_gt2l_0006.h5,,CW,4.049459058356847
AIS,2018-19,ANT_1000_East_B-C,0.0118840600315296,1.952013205194468,408.0,95.65070251465218,11061,69.15440441594978,-72.40169455666154,2019-02-01T06:08:52Z,69.1521032459584,69.15670090117456,-72.40671427488277,-72.39667247128072,2,531,gt3l,strong,5,0.1188306003152961,0.0,ATL03_20190201060707_05310212_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190201060707_05310212_006_02_gt3l_0020,data/lakes/lake_09998812_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190201060707_05310212_006_02_gt3l_0020.h5,AIS_East,B-C,1.9544052819978466
AIS,2018-19,ANT_1000_East_B-C,0.0118123402272156,2.299048309046352,405.0,104.86750390625392,8142,67.4478747033036,-72.29168179118912,2019-02-09T05:52:13Z,67.44591700858052,67.4498138529427,-72.29605740311541,-72.28728703514044,2,653,gt2l,strong,3,0.1181134022721564,0.0,ATL03_20190209055025_06530212_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190209055025_06530212_006_02_gt2l_0004,data/lakes/lake_09998819_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190209055025_06530212_006_02_gt2l_0004.h5,AIS_East,B-C,1.9692174599815393
GrIS,2019,GRE_2000_CW,0.0118054278299451,1.5790627051992014,238.0,1605.0005048828114,4722,-47.58615845378594,68.29321353034327,2019-08-10T04:05:31Z,-47.58739241929136,-47.584933876390586,68.28942971124258,68.29701381912697,4,658,gt1l,strong,1,0.0580326936075737,0.103392142855422,ATL03_20190810040312_06580403_006_02.h5,simplified_GRE_2000_CW_ATL03_20190810040312_06580403_006_02_gt1l_0000,data/lakes/lake_09998819_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190810040312_06580403_006_02_gt1l_0000.h5,,CW,1.5938847683797577
AIS,2018-19,ANT_1000_East_B-C,0.0117790304724857,3.5762461034077413,534.0,205.3240037231484,12767,67.2049607405088,-72.88554889665295,2019-01-02T18:49:15Z,67.20226206459147,67.20766227060149,-72.89117870380855,-72.87991371400253,2,81,gt3l,strong,5,0.117780304724857,0.0,ATL03_20190102184312_00810210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190102184312_00810210_006_02_gt3l_0097,data/lakes/lake_09998822_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190102184312_00810210_006_02_gt3l_0097.h5,AIS_East,B-C,3.570873211907742
GrIS,2020,GRE_2000_CW,0.0117192285614837,7.978781225585648,412.0,919.6709057616944,3070,-49.40192240498367,69.98226920599589,2020-08-11T23:21:39Z,-49.40404194923207,-49.39981290540205,69.97658109400685,69.98794578437374,8,727,gt1r,weak,2,0.117182285614837,0.0,ATL03_20200811231859_07270805_006_01.h5,simplified_GRE_2000_CW_ATL03_20200811231859_07270805_006_01_gt1r_0002,data/lakes/lake_09998828_GrIS_2020_simplified_GRE_2000_CW_ATL03_20200811231859_07270805_006_01_gt1r_0002.h5,,CW,7.837767246145373
AIS,2018-19,ANT_1000_East_B-C,0.0116404565042487,1.3584930194331173,242.0,201.99542535400775,7448,68.01907726654242,-72.81166321910197,2018-12-29T18:57:32Z,68.01700636492171,68.02116233623453,-72.8160498036984,-72.80726986646526,2,20,gt3l,strong,5,0.1163945650424874,0.0,ATL03_20181229185130_00200210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20181229185130_00200210_006_02_gt3l_0041,data/lakes/lake_09998836_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20181229185130_00200210_006_02_gt3l_0041.h5,AIS_East,B-C,1.3560734792221751
AIS,2018-19,ANT_1000_East_B-C,0.0115876050285118,4.349789279576067,297.0,106.73845910644908,6553,71.35167370590148,-71.48836132994353,2019-02-18T05:10:04Z,71.34983319689485,71.35351827319587,-71.49276182855131,-71.48397154389075,2,790,gt3l,strong,5,0.115866050285118,0.0,ATL03_20190218050804_07900212_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190218050804_07900212_006_02_gt3l_0000,data/lakes/lake_09998841_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190218050804_07900212_006_02_gt3l_0000.h5,AIS_East,B-C,4.391365195161969
AIS,2018-19,ANT_1000_East_B-C,0.0114718007651357,1.578795267227936,302.0,109.1714512634316,8412,67.98904385050139,-72.34020005442528,2019-01-07T07:24:21Z,67.98707211031011,67.99100259773738,-72.34457803923985,-72.33580024882346,2,150,gt2l,strong,3,0.00831769214699,1.2775486128269185,ATL03_20190107072235_01500212_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190107072235_01500212_006_02_gt2l_0004,data/lakes/lake_09998853_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190107072235_01500212_006_02_gt2l_0004.h5,AIS_East,B-C,1.5787971385033182
AIS,2018-19,ANT_1000_East_B-C,0.0111875114501362,4.007956617586181,1972.0,422.1064520873777,75479,66.55208999043151,-72.82943146299345,2019-01-15T07:07:27Z,66.54655776467311,66.55764052071089,-72.84134918735606,-72.81753299805143,2,272,gt1l,strong,1,0.0275873664802306,0.3053832983719799,ATL03_20190115070548_02720212_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190115070548_02720212_006_02_gt1l_0003,data/lakes/lake_09998881_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190115070548_02720212_006_02_gt1l_0003.h5,AIS_East,B-C,3.1686394193429943
GrIS,2019,GRE_2000_CW,0.0111782575969148,1.3190914871518455,115.0,554.9214785156006,4689,-50.10243553743845,70.18736724295904,2019-05-19T20:54:17Z,-50.10392803104762,-50.10094775816235,70.18356608688264,70.19116829253167,3,788,gt1l,strong,1,0.1117725759691481,0.0,ATL03_20190519205142_07880305_006_02.h5,simplified_GRE_2000_CW_ATL03_20190519205142_07880305_006_02_gt1l_0000,data/lakes/lake_09998882_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190519205142_07880305_006_02_gt1l_0000.h5,,CW,1.7387392826337784
GrIS,2019,GRE_2000_CW,0.0109872888640851,9.68433031468606,2689.0,1250.7567617187494,28991,-49.48680419627682,70.43984666433774,2019-07-16T18:06:05Z,-49.492519174734966,-49.48109145055807,70.42467870481215,70.45501294355451,4,285,gt2l,strong,3,0.1098628886408518,0.0,ATL03_20190716180335_02850405_006_02.h5,simplified_GRE_2000_CW_ATL03_20190716180335_02850405_006_02_gt2l_0001,data/lakes/lake_09998901_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190716180335_02850405_006_02_gt2l_0001.h5,,CW,11.44719997707434
GrIS,2019,GRE_2000_CW,0.0108181848979585,5.381781341564362,833.0,1653.714852050781,14997,-47.26434130801275,68.66654714464613,2019-08-31T15:43:51Z,-47.26771245881187,-47.26095454943282,68.65643936410723,68.67666054343061,4,986,gt1l,strong,1,0.1081718489795858,0.0,ATL03_20190831154051_09860405_006_02.h5,simplified_GRE_2000_CW_ATL03_20190831154051_09860405_006_02_gt1l_0001,data/lakes/lake_09998918_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190831154051_09860405_006_02_gt1l_0001.h5,,CW,5.061506553253098
GrIS,2019,GRE_2000_CW,0.010669698460808,5.696414651042166,1048.0,1328.329159179685,8682,-48.851001120826425,69.7252541046349,2019-07-16T05:21:21Z,-48.85365769162646,-48.84834832117261,69.71768045645426,69.7328346327327,4,277,gt3l,strong,5,0.0229085029610693,0.3655495378093509,ATL03_20190716051841_02770403_006_02.h5,simplified_GRE_2000_CW_ATL03_20190716051841_02770403_006_02_gt3l_0017,data/lakes/lake_09998933_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190716051841_02770403_006_02_gt3l_0017.h5,,CW,2.8045501570232148
AIS,2018-19,ANT_1000_East_B-C,0.0104101838468743,2.5860931240401723,393.0,96.03006089783102,12623,68.53918888270695,-71.5860166427114,2019-01-03T07:32:54Z,68.53705692252706,68.54131033538411,-71.59103291647823,-71.58100612216269,2,89,gt3l,strong,5,0.0059897201291889,1.6351115756597308,ATL03_20190103073055_00890212_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190103073055_00890212_006_02_gt3l_0070,data/lakes/lake_09998959_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190103073055_00890212_006_02_gt3l_0070.h5,AIS_East,B-C,2.462529565190931
GrIS,2020,GRE_2000_CW,0.0103496375452679,4.0488042515170335,166.0,1239.970297851556,3722,-49.28328520135254,70.18299873583429,2020-07-13T12:00:52Z,-49.28589922040764,-49.280672095648825,70.1760520050731,70.1899460149774,8,277,gt1l,strong,1,0.1034863754526798,0.0,ATL03_20200713115804_02770803_006_01.h5,simplified_GRE_2000_CW_ATL03_20200713115804_02770803_006_01_gt1l_0006,data/lakes/lake_09998965_GrIS_2020_simplified_GRE_2000_CW_ATL03_20200713115804_02770803_006_01_gt1l_0006.h5,,CW,4.047735505498642
AIS,2018-19,ANT_1000_East_B-C,0.0101751878524114,4.164552932940115,223.0,106.53493743896864,2365,67.9181046938954,-72.39999021808882,2019-01-07T07:24:21Z,67.91585739963212,67.9203421516157,-72.4049888906171,-72.39496139784963,2,150,gt1r,weak,2,0.1017418785241144,0.0,ATL03_20190107072235_01500212_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190107072235_01500212_006_02_gt1r_0001,data/lakes/lake_09998982_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190107072235_01500212_006_02_gt1r_0001.h5,AIS_East,B-C,2.9591342253384463
AIS,2018-19,ANT_1000_East_B-C,0.0101279425531173,1.0955995717200868,129.0,97.8060549926796,1039,67.73432464376053,-71.92936759977951,2019-01-02T18:49:00Z,67.73269907163066,67.73594940605459,-71.93313954183357,-71.92561609827756,2,81,gt2r,weak,4,0.0092680858211268,0.991598283134576,ATL03_20190102184312_00810210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190102184312_00810210_006_02_gt2r_0071,data/lakes/lake_09998987_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190102184312_00810210_006_02_gt2r_0071.h5,AIS_East,B-C,1.0959764185241028
GrIS,2019,GRE_2000_CW,0.0097618756687331,1.7030923282703108,234.0,711.6906997070066,3079,-49.9771662662837,68.71119638036275,2019-05-23T08:00:53Z,-49.97863026922272,-49.97570491563176,68.70677982796917,68.7156211360679,3,841,gt2r,weak,4,0.0976087566873319,0.0,ATL03_20190523075828_08410303_006_02.h5,simplified_GRE_2000_CW_ATL03_20190523075828_08410303_006_02_gt2r_0016,data/lakes/lake_09999024_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190523075828_08410303_006_02_gt2r_0016.h5,,CW,1.7056761820728858
AIS,2018-19,ANT_1000_East_B-C,0.0096545913862599,2.045883015950494,708.0,111.16322255707168,22093,71.38138906425424,-71.51996161009346,2019-01-15T17:58:06Z,71.37883425798002,71.38391854894205,-71.52623767036323,-71.51367915609794,2,279,gt1l,strong,1,0.0045899143293306,1.9988633037574155,ATL03_20190115175225_02790210_006_02.h5,simplified_ANT_1000_East_B-C_ATL03_20190115175225_02790210_006_02_gt1l_0002,data/lakes/lake_09999035_AIS_2018-19_simplified_ANT_1000_East_B-C_ATL03_20190115175225_02790210_006_02_gt1l_0002.h5,AIS_East,B-C,2.0458507717168324
GrIS,2020,GRE_2000_CW,0.0091467364575209,1.6364196768995547,188.0,1389.0286611328108,1951,-49.201382619690335,70.43480507897021,2020-07-13T12:00:57Z,-49.20280671004441,-49.1999583119891,70.43100697156505,70.43858074868153,8,277,gt3r,weak,6,0.0914573645752091,0.0,ATL03_20200713115804_02770803_006_01.h5,simplified_GRE_2000_CW_ATL03_20200713115804_02770803_006_01_gt3r_0035,data/lakes/lake_09999085_GrIS_2020_simplified_GRE_2000_CW_ATL03_20200713115804_02770803_006_01_gt3r_0035.h5,,CW,1.658736354153132
GrIS,2019,GRE_2000_CW,0.009042134887905,2.66319849456077,117.0,828.5664472656008,773,-49.22068284838728,69.01390593963154,2019-05-19T08:09:18Z,-49.221943547257126,-49.21940381184712,69.01010729559381,69.01768633176253,3,780,gt3l,strong,5,0.0904113488790508,0.0,ATL03_20190519080649_07800303_006_02.h5,simplified_GRE_2000_CW_ATL03_20190519080649_07800303_006_02_gt3l_0007,data/lakes/lake_09999096_GrIS_2019_simplified_GRE_2000_CW_ATL03_20190519080649_07800303_006_02_gt3l_0007.h5,,CW,2.657218258420272
