,ID_unique_lake,geometry,id,areaKm2,count,label,has_is2,ysort
0,343,"POLYGON ((1919423.5882382926 627594.6332206904, 1919495.876626462 627618.2693814301, 1919503.355004448 627595.3971899414, 1919575.6438087006 627619.0325332707, 1919642.9394804675 627413.1710478963, 1919715.2309534487 627436.7986826872, 1919722.7071690673 627413.9238774497, 1919650.4154145513 627390.2971040644, 1919717.6865559928 627184.4276013979, 1919645.3924025886 627160.8086247435, 1919675.2824752545 627069.3121983274, 1919747.5777543234 627092.9277292115, 1919777.464591478 627001.4264324305, 1919705.1681869086 626977.81434737, 1919720.1094073348 626932.0648877535, 1919792.406374593 626955.675249882, 1919829.756062215 626841.2957357572, 1919902.0545704863 626864.901834403, 1919894.58489684 626887.7787767297, 1919966.8832582992 626911.385780771, 1919974.353213235 626888.5079769567, 1920046.651990466 626912.1141634202, 1920054.1219540753 626889.235409105, 1920126.4211470713 626912.8407779848, 1920156.2994003436 626821.3214246636, 1920228.5998528537 626844.923391439, 1920236.0690158242 626822.0424690916, 1920308.3698840635 626845.6436182592, 1920293.430723011 626891.4070969775, 1920365.7311632873 626915.0100130806, 1920358.2608925335 626937.8924804367, 1920430.5611860673 626961.4963019616, 1920438.031738072 626938.6129730947, 1920510.3324473752 626962.2159770231, 1920495.3905081812 627007.9842687604, 1920567.6907894905 627031.5890396284, 1920575.16217669 627008.7040767595, 1920647.4628737879 627032.3080300356, 1920632.5192641628 627078.079589765, 1920415.619264047 627007.262692638, 1920408.1478940337 627030.1457544401, 1920335.8484443151 627006.5393484036, 1920350.7903491193 626960.7748587788, 1920278.4904713542 626937.170219661, 1920271.019936552 626960.0516474817, 1920198.720474563 626936.4461907769, 1920191.249948394 626959.326668082, 1920263.5491291021 626982.9329862844, 1920248.606696263 627028.6953968218, 1920320.905448882 627052.3034819289, 1920305.9613628301 627098.0672593283, 1920233.6631728453 627074.4574512467, 1920091.645309395 627509.1792022168, 1920019.352600978 627485.5530704997, 1920011.875531826 627508.4314104711, 1920084.167958716 627532.058403605, 1920054.2558297964 627623.5743181311, 1919981.9645291178 627599.9438793629, 1919952.049164701 627691.4549225081, 1920024.3393390041 627715.0888068567, 1919994.4184864077 627806.6018695735, 1919922.1294386443 627782.9645396981, 1919892.2053510146 627874.4727307261, 1919964.493272074 627898.1135060745, 1919957.0112869772 627920.9911923296, 1919884.7236476194 627897.3495556213, 1919877.2416716313 627920.2262913641, 1919804.9544484606 627896.5838372809, 1919797.4724816023 627919.4596225185, 1919725.1856746254 627895.8163510666, 1919777.55174655 627735.690011863, 1919705.263102207 627712.0528138995, 1919712.7425976733 627689.1781274176, 1919640.4538061467 627665.5418347917, 1919632.9745923283 627688.4156599035, 1919560.6862169076 627664.778549873, 1919553.2070121898 627687.6514244989, 1919480.9190528786 627664.0134970683, 1919451.0006352924 627755.5006589, 1919378.7139371568 627731.8593300179, 1919423.5882382926 627594.6332206904), (1919647.932747407 627642.6679205606, 1919662.8898122478 627596.9198247564, 1919735.179448658 627620.5535332514, 1919720.2218205717 627666.3033518126, 1919647.932747407 627642.6679205606), (1919757.613846496 627551.9281370768, 1919772.568748849 627506.1774274429, 1919844.8599276608 627529.8068729389, 1919829.9044621643 627575.5593053668, 1919757.613846496 627551.9281370768))",+105342-104816,0.47019993398736826,258,1,True,627920.9911923296
1,75,"POLYGON ((1917843.9181154724 630216.3020206495, 1917771.666073279 630192.5595177198, 1917764.1567483956 630215.411074729, 1917691.905123442 630191.6677550091, 1917669.3763638465 630260.2193063688, 1917597.1257220067 630236.4734480199, 1917589.6158738702 630259.3229252553, 1917517.3656492967 630235.5762501357, 1917524.8752144799 630212.7276338144, 1917452.6248412586 630188.9818637498, 1917467.6425889751 630143.2860845062, 1917395.3917841807 630119.5420804123, 1917387.8833293782 630142.3891538535, 1917315.6329418095 630118.6443329774, 1917323.1411136808 630095.7981204521, 1917250.8905774746 630072.0542046253, 1917288.4259388708 629957.8261047348, 1917216.1741224504 629934.0865376522, 1917201.1613603253 629979.776324107, 1917128.9102439557 629956.0350792928, 1917106.3899079084 630024.5665053602, 1917034.1397745393 630000.8227219189, 1917064.1652132536 629909.4507519426, 1916991.9140825446 629885.7104562932, 1916984.4084140395 629908.5527220297, 1916912.1577004814 629884.8116095769, 1916882.133436311 629976.1763344744, 1916809.8839886633 629952.4318224997, 1916802.3775251391 629975.2719192138, 1916730.1284946809 629951.5265904609, 1916715.1153170725 629997.2047937588, 1916787.3637816259 630020.9518443013, 1916742.3160194433 630157.9894725877, 1916670.0692528521 630134.2372567574, 1916662.5606229978 630157.0756874679, 1916590.314273678 630133.3226549041, 1916627.8532865306 630019.1339110669, 1916555.605656407 629995.385227002, 1916548.0986810809 630018.2222938079, 1916475.8514681805 629994.4727929902, 1916490.8645807493 629948.8002916888, 1916563.112359613 629972.5480707469, 1916570.6187906975 629949.7108250457, 1916642.8669867653 629973.457787341, 1916657.8795984695 629927.7813058294, 1916513.3822087664 629880.2908689241, 1916505.8766048735 629903.1274326164, 1916433.6283943153 629879.3814194486, 1916418.6169361125 629925.052556751, 1916274.1220495068 629877.5572192316, 1916281.6273487285 629854.7234170607, 1916209.3798237867 629830.9766753551, 1916261.9073195404 629671.1435825613, 1916189.6579483435 629647.4029111996, 1916204.6627898288 629601.737230392, 1916132.412987089 629577.9983249386, 1916139.9147168659 629555.1662113516, 1916067.6647654683 629531.4282109002, 1916090.167473908 629462.9339165756, 1916162.4182738243 629486.6693342846, 1916169.9189153498 629463.83686317, 1916242.1701322899 629487.5714640446, 1916212.1648024663 629578.9042558961, 1916284.415022277 629602.642344536, 1916291.917045694 629579.8084197365, 1916364.1676825662 629603.5456915556, 1916349.1627979374 629649.2151735896, 1916421.4130033185 629672.954211338, 1916428.915864541 629650.1186541052, 1916501.1664870072 629673.856875039, 1916508.6693589804 629651.0203674878, 1916580.9203985306 629674.7577716034, 1916610.9302965843 629583.4074037111, 1916683.1826016793 629607.1414082061, 1916653.171572314 629698.4952198198, 1916725.4228803408 629722.2327121409, 1916710.4151671305 629767.910803362, 1916782.6660436834 629791.6500616352, 1916767.6566761434 629837.3295170214, 1916839.9071211852 629861.0705412416, 1916854.9170544867 629815.3893640186, 1916927.1681995455 629839.1287105139, 1916934.6730408184 629816.2871268396, 1917006.9246030066 629840.0256565227, 1917014.429454962 629817.1831224951, 1917086.6814342719 629840.9208353598, 1917109.1952055288 629772.3901139306, 1917181.4481676242 629796.1252880904, 1917203.9603375092 629727.591179053, 1917131.7065269956 629703.8585877432, 1917154.215398644 629635.3262568844, 1917226.4700574826 629659.0562653136, 1917233.9727530445 629636.2111152599, 1917306.2278289201 629659.9403068217, 1917313.7305350099 629637.0942063979, 1917385.9860279213 629660.8225810883, 1917370.9797780137 629706.5164144778, 1917443.2348397144 629730.2465552158, 1917435.7310236392 629753.0941987686, 1917507.9859368752 629776.8252445842, 1917485.4720068206 629845.3702216285, 1917557.7262059953 629869.1038944483, 1917527.7026897657 629960.4993889792, 1917455.4496218865 629936.7622723473, 1917425.4228809837 630028.1528920113, 1917497.6748174028 630051.8934524012, 1917475.1510544596 630120.4380606773, 1917547.4022764775 630144.1812479844, 1917554.9107526226 630121.3322737626, 1917627.1623918598 630145.0746442782, 1917634.670878644 630122.2247196583, 1917706.922935099 630145.9662733782, 1917714.4314325028 630123.1153983548, 1917858.936514156 630170.5969163273, 1917843.9181154724 630216.3020206495))",+105182-104838,0.3932767067464104,216,1,True,630260.2193063688
2,241,"POLYGON ((1939079.105531404 633816.8057242515, 1939006.778394344 633793.1645252681, 1938961.4608839308 633931.7907038734, 1938889.135573154 633908.1443784053, 1938881.5819729574 633931.2475646918, 1938809.257079827 633907.6004218447, 1938801.703486118 633930.702656322, 1938729.3790106417 633907.0546961024, 1938865.2965082794 633491.2162203493, 1938937.6260541703 633514.8486676769, 1938945.174692676 633491.7448136164, 1939017.504656046 633515.3764434817, 1939025.0533008347 633492.2716376104, 1939097.3836816757 633515.9024500072, 1939082.2855536123 633562.1136955284, 1939009.9557359477 633538.4811594032, 1939002.4065405407 633561.5857853732, 1938930.0771403662 633537.9524317895, 1938907.4287471764 633607.2631843991, 1938979.7573024803 633630.899123535, 1938972.2070058503 633654.0033896628, 1939044.535415395 633677.6402350499, 1939029.433432907 633723.8502210764, 1939101.7614150257 633747.4888345583, 1939079.105531404 633816.8057242515))",+105315-104558,0.09014545480055887,49,1,True,633931.7907038734
